"","x"
"6192","12:54976619"
"6193","15:90349558"
"6194","12:121678275"
"6195","9:109677495"
"6196","17:20370767"
"6197","17:26449746"
"6198","1:9171238"
"6199","22:30054212"
"6200","1:144952255"
"6201","1:161683136"
"6202","2:234591205"
"6203","7:55271425"
"6204","15:23690510"
"6205","17:76525759"
"6206","18:43772865"
"6207","1:155292712"
"6208","15:25600941"
"6209","1:237038007"
"6210","19:41354661"
"6211","7:33042403"
"6212","20:1895951"
"6213","17:27871513"
"6214","6:51586771"
"6215","3:195509443"
"6216","3:195514414"
"6217","3:195506315"
"6218","3:195510310"
"6219","17:17129431"
"6220","3:2846316"
"6221","6:167789493"
"6222","21:36259324"
"6223","4:71347207"
"6224","5:112151184"
"6225","19:58121187"
"6226","3:53889354"
"6227","13:48953760"
"6228","13:48936983"
"6229","12:56482537"
"6230","6:33048467"
"6231","7:154782747"
"6232","1:230931020"
"6233","11:122930698"
"6234","1:149884986"
"6235","2:231785206"
"6236","15:66729163"
"6237","16:69992905"
"6238","7:151962265"
"6239","7:151875095"
"6240","22:50705304"
"6241","1:153907306"
"6242","13:20277413"
"6243","7:12610594"
"6244","9:136795522"
"6245","22:30681819"
"6246","1:144853600"
"6247","6:13711709"
"6248","17:46251522"
"6249","1:201178768"
"6250","1:201179068"
"6251","17:56440943"
"6252","1:59004999"
"6253","4:39868576"
"6254","13:37012866"
"6255","12:56500514"
"6256","12:85638655"
"6257","7:120387884"
"6258","23:133547940"
"6259","16:19195371"
"6260","11:1093364"
"6261","11:1093430"
"6262","11:1093354"
"6263","19:53855364"
"6264","7:96635605"
"6265","5:10761137"
"6266","21:36259200"
"6267","4:3432438"
"6268","1:154144681"
"6269","3:184072354"
"6270","2:79385786"
"6271","6:20429958"
"6272","3:131417469"
"6273","12:52822136"
"6274","1:145415385"
"6275","6:112508770"
"6276","7:81381541"
"6277","1:175447758"
"6278","1:243328887"
"6279","8:48746805"
"6280","17:7123241"
"6281","6:135784291"
"6282","17:16285383"
"6283","1:27106648"
"6284","1:215793928"
"6285","20:46279860"
"6286","7:22533452"
"6287","9:137639701"
"6288","9:125512826"
"6289","5:112175921"
"6290","5:112175314"
"6291","5:112175324"
"6292","5:112175328"
"6293","5:112175754"
"6294","9:93640009"
"6295","10:74907652"
"6296","16:1291639"
"6297","6:36645588"
"6298","8:143763757"
"6299","5:149433645"
"6300","19:43680147"
"6301","13:109661393"
"6302","3:192516720"
"6303","2:61577534"
"6304","7:78187303"
"6305","20:41050195"
"6306","12:113442836"
"6307","3:176797608"
"6308","9:136199466"
"6309","5:256578"
"6310","9:117696"
"6311","9:70993121"
"6312","12:104376700"
"6313","22:38483163"
"6314","1:27101300"
"6315","1:27022925"
"6316","1:27097627"
"6317","16:632073"
"6318","2:234350586"
"6319","11:1093393"
"6320","11:1093412"
"6321","11:67957518"
"6322","20:3893126"
"6323","21:35469193"
"6324","1:155532325"
"6325","6:31504459"
"6326","2:230731825"
"6327","2:133386352"
"6328","6:158850873"
"6329","6:102503439"
"6330","7:116397572"
"6331","11:49059362"
"6332","6:32012987"
"6333","7:134635275"
"6334","21:34180620"
"6335","11:118927016"
"6336","17:1576369"
"6337","1:21806606"
"6338","14:47504277"
"6339","15:30437495"
"6340","16:4944506"
"6341","3:30715678"
"6342","19:47259756"
"6343","3:128344786"
"6344","12:11506408"
"6345","12:11506403"
"6346","11:100169975"
"6347","11:99932099"
"6348","19:21720870"
"6349","1:33478888"
"6350","18:47363927"
"6351","22:28504235"
"6352","1:215402566"
"6353","12:6781611"
"6354","10:49382926"
"6355","1:1654007"
"6356","4:153247367"
"6357","4:153279677"
"6358","12:54645839"
"6359","8:104927785"
"6360","7:55221743"
"6361","4:185727849"
"6362","10:104182733"
"6363","20:20301075"
"6364","9:40705193"
"6365","12:29936449"
"6366","7:55259469"
"6367","16:24226003"
"6368","7:77200392"
"6369","6:62664299"
"6370","3:113524266"
"6371","5:180166235"
"6372","11:48346588"
"6373","12:70990054"
"6374","3:51417610"
"6375","4:186599632"
"6376","19:15989730"
"6377","14:52169343"
"6378","6:31507068"
"6379","14:81609760"
"6380","14:81610299"
"6381","11:103907921"
"6382","5:80149981"
"6383","5:80083319"
"6384","18:56205262"
"6385","9:115070643"
"6386","23:48382174"
"6387","14:105415643"
"6388","11:71184678"
"6389","12:117288419"
"6390","7:11075389"
"6391","3:58118555"
"6392","3:187459907"
"6393","4:106156783"
"6394","21:40019336"
"6395","17:35956391"
"6396","14:99641568"
"6397","1:43814979"
"6398","15:40329481"
"6399","20:29633900"
"6400","20:29632638"
"6401","20:29625929"
"6402","1:236902618"
"6403","1:13448184"
"6404","5:122190223"
"6405","7:138602523"
"6406","2:42486866"
"6407","1:155733257"
"6408","11:56468111"
"6409","11:56468021"
"6410","10:51093329"
"6411","23:72433687"
"6412","19:8999478"
"6413","5:36035966"
"6414","21:45959558"
"6415","14:24771285"
"6416","4:140651610"
"6417","4:4190595"
"6418","5:36985303"
"6419","2:159300022"
"6420","1:179314124"
"6421","16:2165395"
"6422","2:191908355"
"6423","7:116411990"
"6424","2:198267360"
"6425","2:198267371"
"6426","2:198267369"
"6427","2:198267484"
"6428","17:38061144"
"6429","1:149454608"
"6430","3:10188200"
"6431","8:144940267"
"6432","8:101719138"
"6433","8:101718968"
"6434","16:20824673"
"6435","1:113978928"
"6436","1:162773396"
"6437","2:219252313"
"6438","18:21880798"
"6439","8:35349627"
"6440","17:37054884"
"6441","9:133748414"
"6442","3:184104344"
"6443","10:123970021"
"6444","3:48465490"
"6445","22:42564722"
"6446","5:140711128"
"6447","12:11506303"
"6448","12:11546858"
"6449","12:11506473"
"6450","3:129155557"
"6451","7:142458666"
"6452","11:18267463"
"6453","15:82932507"
"6454","14:76425063"
"6455","15:29418574"
"6456","9:5968511"
"6457","23:112064198"
"6458","14:45693730"
"6459","4:111542124"
"6460","6:29910622"
"6461","6:29912030"
"6462","3:53707140"
"6463","10:93994"
"6464","17:74017594"
"6465","17:48610272"
"6466","1:12921332"
"6467","22:23529518"
"6468","17:41622740"
"6469","5:1422122"
"6470","12:98921679"
"6471","14:95557628"
"6472","10:85974231"
"6473","19:4513143"
"6474","3:58095466"
"6475","10:51465138"
"6476","11:61161357"
"6477","1:120572572"
"6478","10:51225724"
"6479","8:68062165"
"6480","18:21112206"
"6481","6:136599393"
"6482","8:142228909"
"6483","3:44285891"
"6484","11:71276660"
"6485","20:45315640"
"6486","7:2952886"
"6487","7:143269952"
"6488","23:118603818"
"6489","23:118603644"
"6490","19:49657751"
"6491","8:101283398"
"6492","9:113169203"
"6493","7:126746621"
"6494","22:38122448"
"6495","17:45234657"
"6496","6:102366071"
"6497","11:62592936"
"6498","23:48125798"
"6499","11:126310082"
"6500","4:4239589"
"6501","7:3998546"
"6502","11:118969150"
"6503","12:10573094"
"6504","17:11694706"
"6505","10:69391071"
"6506","17:47696644"
"6507","1:13696022"
"6508","14:78234784"
"6509","19:36255960"
"6510","3:186302392"
"6511","19:44892228"
"6512","11:12708102"
"6513","17:5036834"
"6514","1:176145167"
"6515","15:79277247"
"6516","7:5427483"
"6517","9:140115394"
"6518","8:76463614"
"6519","17:44627117"
"6520","10:67945695"
"6521","1:181018313"
"6522","7:127992437"
"6523","5:170827115"
"6524","14:104559623"
"6525","17:45234303"
"6526","16:81242150"
"6527","11:5279031"
"6528","9:74298469"
"6529","1:152188109"
"6530","1:152192114"
"6531","1:152187810"
"6532","1:152195739"
"6533","1:152190330"
"6534","21:39755559"
"6535","23:114425180"
"6536","1:144828548"
"6537","9:4118111"
"6538","3:102181200"
"6539","11:5799661"
"6540","19:19655458"
"6541","1:248458573"
"6542","1:248458676"
"6543","1:248458717"
"6544","19:44223131"
"6545","16:70161263"
"6546","16:9858517"
"6547","21:10920098"
"6548","6:6307794"
"6549","10:135439049"
"6550","1:145360650"
"6551","17:41960634"
"6552","3:14105980"
"6553","15:58983588"
"6554","19:42596335"
"6555","17:7329696"
"6556","18:39570422"
"6557","1:152084213"
"6558","3:195447886"
"6559","3:195452619"
"6560","11:1093210"
"6561","6:152880280"
"6562","8:113421021"
"6563","22:36678453"
"6564","10:133981682"
"6565","1:145359109"
"6566","1:145293473"
"6567","1:145313405"
"6568","1:201180200"
"6569","16:1306921"
"6570","9:139397768"
"6571","9:139412252"
"6572","16:55862691"
"6573","2:149226760"
"6574","7:136700756"
"6575","20:1592284"
"6576","20:44420682"
"6577","1:120611964"
"6578","1:120611758"
"6579","2:71337219"
"6580","12:8329652"
"6581","6:32551948"
"6582","1:248525639"
"6583","8:101721812"
"6584","8:101719121"
"6585","19:42791757"
"6586","17:21318782"
"6587","17:21319121"
"6588","9:140087050"
"6589","12:113704110"
"6590","2:25467449"
"6591","2:25463289"
"6592","9:133670874"
"6593","9:133659509"
"6594","9:133656335"
"6595","9:133657347"
"6596","1:120934573"
"6597","1:248224489"
"6598","23:140335706"
"6599","23:140336540"
"6600","3:10088404"
"6601","2:233594875"
"6602","14:20878960"
"6603","6:145093038"
"6604","11:66055111"
"6605","10:29779847"
"6606","3:133099154"
"6607","10:20435455"
"6608","9:39118205"
"6609","13:28602340"
"6610","11:62886319"
"6611","1:110026628"
"6612","15:84639350"
"6613","3:4725976"
"6614","23:148798223"
"6615","7:150167858"
"6616","11:4967678"
"6617","12:52385715"
"6618","7:15725824"
"6619","11:133807833"
"6620","9:135277395"
"6621","15:99456253"
"6622","11:89806419"
"6623","3:52643360"
"6624","13:25016762"
"6625","13:25008903"
"6626","17:55038183"
"6627","17:55038199"
"6628","1:176983946"
"6629","4:190876192"
"6630","4:190873347"
"6631","1:225534348"
"6632","6:32714164"
"6633","6:32713793"
"6634","3:75790472"
"6635","23:70338701"
"6636","11:18290880"
"6637","3:54943355"
"6638","15:28566562"
"6639","12:132839263"
"6640","20:17639880"
"6641","6:31239114"
"6642","3:195295708"
"6643","11:77686263"
"6644","9:5070033"
"6645","8:143809193"
"6646","5:60241050"
"6647","17:56440904"
"6648","9:100092978"
"6649","20:61288355"
"6650","12:103695966"
"6651","1:22928265"
"6652","1:207787831"
"6653","7:76631555"
"6654","10:131666130"
"6655","7:100639456"
"6656","7:100639147"
"6657","23:51075901"
"6658","19:12819260"
"6659","3:195507445"
"6660","3:195511285"
"6661","3:195506354"
"6662","3:195513515"
"6663","3:195510238"
"6664","3:195505835"
"6665","3:195507398"
"6666","3:195505907"
"6667","3:195510492"
"6668","3:195510773"
"6669","3:195514430"
"6670","14:74041748"
"6671","19:54745682"
"6672","17:44409255"
"6673","10:17152994"
"6674","17:26699121"
"6675","15:82636625"
"6676","3:124646704"
"6677","17:45017859"
"6678","3:23302680"
"6679","10:5136651"
"6680","22:29179528"
"6681","9:33794809"
"6682","9:33796673"
"6683","17:45664593"
"6684","17:45234430"
"6685","1:53320274"
"6686","15:41663899"
"6687","3:57529975"
"6688","3:57509321"
"6689","14:44974966"
"6690","15:52656732"
"6691","9:96326682"
"6692","17:56833484"
"6693","8:70571531"
"6694","19:9577542"
"6695","4:79792085"
"6696","15:82512429"
"6697","22:24133967"
"6698","19:49926533"
"6699","7:132496966"
"6700","12:31242861"
"6701","3:81698130"
"6702","6:16327897"
"6703","6:16327903"
"6704","6:16327953"
"6705","12:112688167"
"6706","7:87229440"
"6707","12:29892243"
"6708","4:3257593"
"6709","2:170053505"
"6710","2:170025205"
"6711","6:30954754"
"6712","6:30954709"
"6713","19:45872380"
"6714","1:57586859"
"6715","16:21416094"
"6716","11:1258197"
"6717","11:1269398"
"6718","13:46170735"
"6719","5:176942989"
"6720","1:207707606"
"6721","6:29911154"
"6722","12:25368462"
"6723","19:17952609"
"6724","13:98652834"
"6725","21:40558995"
"6726","7:5355059"
"6727","12:54416309"
"6728","12:122812697"
"6729","10:116142350"
"6730","3:195511262"
"6731","3:195506089"
"6732","3:195508956"
"6733","3:195509784"
"6734","3:195518112"
"6735","14:70234375"
"6736","2:37014392"
"6737","1:26885317"
"6738","10:30918549"
"6739","1:201178836"
"6740","1:201180243"
"6741","11:34910348"
"6742","10:47000079"
"6743","12:11923704"
"6744","7:142460744"
"6745","7:142458511"
"6746","11:34958335"
"6747","19:37252640"
"6748","17:10356643"
"6749","17:39280087"
"6750","3:47385303"
"6751","18:40857251"
"6752","18:14780019"
"6753","6:134364149"
"6754","17:34797941"
"6755","13:20638684"
"6756","19:58549366"
"6757","10:70332580"
"6758","22:42523528"
"6759","17:8050737"
"6760","11:32414263"
"6761","6:3264527"
"6762","19:22836805"
"6763","23:135957644"
"6764","11:55035844"
"6765","3:42251607"
"6766","13:73350079"
"6767","14:32561316"
"6768","3:75788158"
"6769","3:75787584"
"6770","3:75786302"
"6771","17:72791089"
"6772","3:10088343"
"6773","17:7577040"
"6774","12:104373734"
"6775","16:53653105"
"6776","1:245133662"
"6777","17:7577579"
"6778","17:7577571"
"6779","9:39118196"
"6780","17:15492426"
"6781","16:30768503"
"6782","19:19267990"
"6783","9:33797999"
"6784","19:48994765"
"6785","8:41805249"
"6786","4:661774"
"6787","6:32410791"
"6788","2:131394079"
"6789","19:47935352"
"6790","4:25161954"
"6791","5:109855753"
"6792","19:11303471"
"6793","19:12540971"
"6794","8:118830820"
"6795","8:118816994"
"6796","6:100382357"
"6797","6:100382366"
"6798","18:24127012"
"6799","7:5568242"
"6800","7:5569032"
"6801","16:28354353"
"6802","19:1221319"
"6803","1:150789961"
"6804","21:30339216"
"6805","5:140712047"
"6806","6:32164869"
"6807","10:94018"
"6808","16:88778615"
"6809","3:157081235"
"6810","5:112163677"
"6811","5:112175426"
"6812","1:47147347"
"6813","22:29091808"
"6814","8:10838497"
"6815","10:37598247"
"6816","11:9182384"
"6817","19:43865316"
"6818","3:49723881"
"6819","3:49726070"
"6820","2:107049714"
"6821","2:107049447"
"6822","17:21319560"
"6823","17:21319452"
"6824","17:21319527"
"6825","10:72358655"
"6826","1:13368333"
"6827","19:48305646"
"6828","2:158622516"
"6829","15:79067055"
"6830","6:37180523"
"6831","8:12042822"
"6832","6:33380056"
"6833","6:54191662"
"6834","17:7578202"
"6835","17:7579350"
"6836","17:7579373"
"6837","12:57921739"
"6838","10:93601954"
"6839","11:74904362"
"6840","15:23688944"
"6841","2:198991744"
"6842","4:55141052"
"6843","1:67390432"
"6844","12:11546742"
"6845","6:32497914"
"6846","12:9098997"
"6847","2:25463302"
"6848","7:33039750"
"6849","16:56782199"
"6850","12:53045614"
"6851","17:35298125"
"6852","23:102529246"
"6853","11:71249605"
"6854","5:175721990"
"6855","3:63981838"
"6856","11:62400952"
"6857","3:49723823"
"6858","11:27741578"
"6859","12:56494998"
"6860","18:74555759"
"6861","12:11286282"
"6862","12:11286184"
"6863","8:7673126"
"6864","20:61988376"
"6865","4:66233029"
"6866","7:27135314"
"6867","2:211421454"
"6868","3:128204951"
"6869","11:55579182"
"6870","8:145170704"
"6871","15:84651185"
"6872","6:152831401"
"6873","12:111884608"
"6874","17:33768334"
"6875","23:57618845"
"6876","2:100210642"
"6877","6:99942400"
"6878","11:1642827"
"6879","4:85676459"
"6880","12:11083356"
"6881","21:40012670"
"6882","17:33769038"
"6883","16:57486743"
"6884","12:50749227"
"6885","23:135956570"
"6886","23:135956462"
"6887","9:98232138"
"6888","16:2152426"
"6889","11:47640415"
"6890","3:43647221"
"6891","1:151181522"
"6892","22:23544471"
"6893","6:169621536"
"6894","21:46021011"
"6895","21:46021179"
"6896","10:89473083"
"6897","18:44655381"
"6898","16:29825024"
"6899","12:122359407"
"6900","2:107049414"
"6901","17:78897674"
"6902","4:47746615"
"6903","17:39305785"
"6904","19:21720438"
"6905","3:49928691"
"6906","21:43176753"
"6907","23:2833638"
"6908","23:2833643"
"6909","17:58285542"
"6910","16:67876851"
"6911","12:49374354"
"6912","7:152520490"
"6913","7:100639153"
"6914","7:100647819"
"6915","7:100647594"
"6916","16:88501034"
"6917","16:88494947"
"6918","14:70924697"
"6919","19:20808090"
"6920","21:31964885"
"6921","1:169510502"
"6922","10:89692883"
"6923","10:89720852"
"6924","10:89720650"
"6925","10:89693007"
"6926","12:121093635"
"6927","19:16614150"
"6928","6:18134006"
"6929","5:837556"
"6930","3:142277427"
"6931","19:16875863"
"6932","8:26382355"
"6933","8:121706839"
"6934","1:144828683"
"6935","23:134680324"
"6936","6:45390445"
"6937","16:90095558"
"6938","7:128850341"
"6939","11:19735987"
"6940","2:166147549"
"6941","2:242011127"
"6942","2:96688929"
"6943","14:31538984"
"6944","11:62649536"
"6945","16:28603655"
"6946","19:1065018"
"6947","12:58144665"
"6948","4:70066408"
"6949","7:39649275"
"6950","16:2579548"
"6951","3:75787049"
"6952","3:75787236"
"6953","12:16706815"
"6954","19:56274453"
"6955","10:96066341"
"6956","2:242047605"
"6957","1:1599812"
"6958","7:72413423"
"6959","4:85556483"
"6960","1:115118221"
"6961","20:1895889"
"6962","17:42857430"
"6963","16:1279574"
"6964","16:1279269"
"6965","17:7752241"
"6966","17:56056604"
"6967","19:14083761"
"6968","1:143767643"
"6969","3:178916891"
"6970","3:178916924"
"6971","3:178917478"
"6972","3:178927410"
"6973","5:130815377"
"6974","7:82784471"
"6975","19:20308650"
"6976","10:43596179"
"6977","10:43605247"
"6978","10:37433929"
"6979","1:151774039"
"6980","7:151932961"
"6981","7:151970856"
"6982","7:151932990"
"6983","7:151945225"
"6984","2:44132869"
"6985","17:72889677"
"6986","16:74425314"
"6987","9:2039815"
"6988","6:128150694"
"6989","17:7578175"
"6990","17:7579382"
"6991","19:53086538"
"6992","2:97818264"
"6993","2:97864333"
"6994","2:97864374"
"6995","9:12702414"
"6996","3:117084537"
"6997","5:127685135"
"6998","6:117686943"
"6999","12:11244470"
"7000","11:1651228"
"7001","11:1651207"
"7002","10:28153348"
"7003","14:20248603"
"7004","16:72821618"
"7005","1:162381720"
"7006","21:22419401"
"7007","19:56029618"
"7008","1:17264920"
"7009","12:112926885"
"7010","15:101512542"
"7011","21:40007704"
"7012","21:40028899"
"7013","21:40027943"
"7014","9:33385603"
"7015","4:114823501"
"7016","6:31323115"
"7017","10:52603882"
"7018","1:154842243"
"7019","2:162241941"
"7020","6:20861056"
"7021","5:145886730"
"7022","5:76785407"
"7023","10:75560471"
"7024","7:147092834"
"7025","5:57754132"
"7026","10:124354821"
"7027","17:15522759"
"7028","16:5083340"
"7029","14:79277729"
"7030","12:18573894"
"7031","6:29912852"
"7032","6:29911246"
"7033","2:227662565"
"7034","17:40939876"
"7035","1:914333"
"7036","2:178098815"
"7037","11:4967651"
"7038","16:1306346"
"7039","23:21627698"
"7040","3:10191513"
"7041","3:10188245"
"7042","3:10183772"
"7043","3:10188207"
"7044","3:10188309"
"7045","3:10183817"
"7046","4:8583312"
"7047","6:57512787"
"7048","1:228560687"
"7049","5:142513686"
"7050","16:77316805"
"7051","1:161514542"
"7052","5:131931460"
"7053","1:145367767"
"7054","7:142562074"
"7055","1:91967365"
"7056","17:21730847"
"7057","3:75786438"
"7058","11:123909627"
"7059","6:90432682"
"7060","23:103294760"
"7061","16:11012234"
"7062","16:11001770"
"7063","17:39383012"
"7064","17:8048010"
"7065","12:121678340"
"7066","19:55751203"
"7067","17:54376051"
"7068","11:35513676"
"7069","11:1265872"
"7070","11:1264742"
"7071","2:80874951"
"7072","9:19573527"
"7073","19:40316422"
"7074","11:2909513"
"7075","11:55861593"
"7076","8:10467629"
"7077","8:10467626"
"7078","8:10467605"
"7079","19:40392360"
"7080","19:40374034"
"7081","19:40376946"
"7082","17:28887667"
"7083","5:112312528"
"7084","7:26251843"
"7085","3:136287655"
"7086","11:120187971"
"7087","5:102309955"
"7088","5:176637576"
"7089","2:116439296"
"7090","18:42532693"
"7091","13:94195885"
"7092","9:113459655"
"7093","14:23548786"
"7094","14:24646411"
"7095","19:41595958"
"7096","16:67876755"
"7097","17:4875745"
"7098","1:176525627"
"7099","16:11017058"
"7100","6:134497146"
"7101","1:206758077"
"7102","1:13036587"
"7103","3:195452645"
"7104","3:195511204"
"7105","3:195514570"
"7106","3:195514862"
"7107","3:195506963"
"7108","3:195508070"
"7109","3:195515338"
"7110","3:195508796"
"7111","3:195510827"
"7112","12:124887058"
"7113","17:45214558"
"7114","15:41029923"
"7115","7:116340262"
"7116","2:179629430"
"7117","1:18809378"
"7118","12:11183722"
"7119","12:11183506"
"7120","22:45728370"
"7121","9:125048055"
"7122","13:36428695"
"7123","4:76860586"
"7124","19:55815043"
"7125","6:32610009"
"7126","6:29910358"
"7127","1:147091508"
"7128","22:29885567"
"7129","2:231861044"
"7130","19:23544625"
"7131","7:23227571"
"7132","1:155581757"
"7133","8:104427572"
"7134","4:143324094"
"7135","5:1295161"
"7136","8:52733231"
"7137","8:52733148"
"7138","11:1017084"
"7139","11:1030228"
"7140","11:1017183"
"7141","11:1016869"
"7142","2:187559062"
"7143","2:187559047"
"7144","8:52733228"
"7145","15:42742964"
"7146","4:106190797"
"7147","1:248801950"
"7148","6:33377484"
"7149","9:135762805"
"7150","2:204150387"
"7151","19:13882973"
"7152","8:95158206"
"7153","10:96030337"
"7154","6:30954414"
"7155","1:150374432"
"7156","6:161020597"
"7157","12:9885706"
"7158","2:185803364"
"7159","7:55249013"
"7160","7:55214348"
"7161","6:131148737"
"7162","1:144220816"
"7163","2:234590975"
"7164","23:140993905"
"7165","1:145562590"
"7166","1:54605318"
"7167","19:53454474"
"7168","8:12285064"
"7169","3:195509974"
"7170","3:195510192"
"7171","3:195515194"
"7172","3:195507107"
"7173","3:195509886"
"7174","3:195507494"
"7175","3:195506753"
"7176","3:195511142"
"7177","3:195511465"
"7178","3:195506473"
"7179","16:28617552"
"7180","2:108487966"
"7181","7:75051368"
"7182","7:75052102"
"7183","6:31762843"
"7184","5:112175255"
"7185","5:112162854"
"7186","5:112175358"
"7187","5:112174112"
"7188","8:62550937"
"7189","1:35484919"
"7190","6:33048466"
"7191","1:196797292"
"7192","12:42512844"
"7193","22:26224491"
"7194","15:66729162"
"7195","11:67267043"
"7196","7:77379331"
"7197","16:456701"
"7198","10:27322265"
"7199","1:186001180"
"7200","7:151970977"
"7201","1:153906135"
"7202","5:170818967"
"7203","19:54973993"
"7204","1:201180193"
"7205","7:121653390"
"7206","2:159992573"
"7207","11:5566459"
"7208","8:119547623"
"7209","8:119547627"
"7210","1:246805435"
"7211","17:39346621"
"7212","20:50400989"
"7213","17:39190779"
"7214","20:61444693"
"7215","20:61444637"
"7216","4:120214030"
"7217","1:146395448"
"7218","2:239050033"
"7219","21:45649778"
"7220","2:202344861"
"7221","11:1092997"
"7222","2:26663215"
"7223","6:170115851"
"7224","6:170115902"
"7225","12:20522729"
"7226","19:55284824"
"7227","19:12060645"
"7228","6:31238053"
"7229","5:131607402"
"7230","10:6150849"
"7231","11:124845056"
"7232","1:27680363"
"7233","1:24671482"
"7234","2:143642544"
"7235","3:12649937"
"7236","9:67968354"
"7237","12:132529360"
"7238","11:76751587"
"7239","1:241320437"
"7240","16:1291623"
"7241","1:15850613"
"7242","23:149639348"
"7243","21:45994110"
"7244","21:46067153"
"7245","23:123197716"
"7246","11:64083331"
"7247","14:23371256"
"7248","14:23371268"
"7249","10:43605392"
"7250","13:19751083"
"7251","20:36627618"
"7252","14:105415666"
"7253","23:135431236"
"7254","23:152957017"
"7255","4:187004074"
"7256","1:46360986"
"7257","1:27059260"
"7258","1:27101099"
"7259","7:11022432"
"7260","8:52733003"
"7261","4:46748524"
"7262","4:46761894"
"7263","1:12887549"
"7264","5:112175411"
"7265","5:112175630"
"7266","5:112043384"
"7267","16:1291622"
"7268","4:88536451"
"7269","20:47858511"
"7270","19:24010666"
"7271","15:44843106"
"7272","4:114186301"
"7273","3:108475996"
"7274","10:100980582"
"7275","11:4608262"
"7276","2:240000239"
"7277","23:228940"
"7278","13:27170480"
"7279","13:99083499"
"7280","4:100137322"
"7281","6:127837125"
"7282","2:71191579"
"7283","3:45779136"
"7284","9:140002187"
"7285","13:32376260"
"7286","3:52740182"
"7287","4:107845794"
"7288","16:8734830"
"7289","17:73910889"
"7290","19:54725745"
"7291","1:46073697"
"7292","2:170366503"
"7293","6:168298875"
"7294","21:47721984"
"7295","23:148681299"
"7296","6:33179664"
"7297","1:11854476"
"7298","1:222802376"
"7299","8:73480404"
"7300","15:43924420"
"7301","11:56143508"
"7302","2:55432559"
"7303","5:140188354"
"7304","2:3749159"
"7305","11:48346535"
"7306","11:48346604"
"7307","1:186276052"
"7308","17:66364691"
"7309","19:920642"
"7310","19:16842052"
"7311","21:45959733"
"7312","14:61445967"
"7313","1:46073618"
"7314","5:80083320"
"7315","5:79952165"
"7316","5:79968491"
"7317","11:10715124"
"7318","14:75230953"
"7319","16:71772795"
"7320","14:20404475"
"7321","14:105412138"
"7322","4:8869661"
"7323","7:18767228"
"7324","21:44838946"
"7325","4:106193748"
"7326","21:39960164"
"7327","21:39963124"
"7328","1:51826921"
"7329","17:18653145"
"7330","3:75714807"
"7331","20:29628233"
"7332","10:46242094"
"7333","17:39274157"
"7334","9:140056898"
"7335","1:13448199"
"7336","10:46254776"
"7337","12:129298777"
"7338","1:155148045"
"7339","20:41419837"
"7340","8:6289107"
"7341","11:56468699"
"7342","11:56468198"
"7343","16:18937327"
"7344","7:148504761"
"7345","19:33490500"
"7346","1:85040024"
"7347","3:142272299"
"7348","4:4211230"
"7349","3:131404763"
"7350","5:37064608"
"7351","1:11184573"
"7352","6:116967065"
"7353","2:179403593"
"7354","2:74687417"
"7355","2:198266822"
"7356","2:198263146"
"7357","5:131324249"
"7358","3:10188218"
"7359","8:144940331"
"7360","5:131705923"
"7361","1:109001689"
"7362","15:49935552"
"7363","17:39471774"
"7364","3:26676995"
"7365","16:28909720"
"7366","1:89479074"
"7367","6:32190390"
"7368","17:36002244"
"7369","11:106849520"
"7370","4:153896049"
"7371","7:13978648"
"7372","6:31627000"
"7373","10:68685929"
"7374","20:16474880"
"7375","1:113471896"
"7376","1:16893721"
"7377","7:142458837"
"7378","7:142460369"
"7379","14:74205779"
"7380","2:96525750"
"7381","3:12638730"
"7382","4:189065193"
"7383","16:31154146"
"7384","15:83269213"
"7385","3:38182025"
"7386","4:169826296"
"7387","16:71318577"
"7388","17:18565350"
"7389","23:10188768"
"7390","17:39383073"
"7391","19:38946175"
"7392","9:138379048"
"7393","6:10695156"
"7394","12:53343059"
"7395","15:75982085"
"7396","17:16029453"
"7397","4:17634213"
"7398","6:53516876"
"7399","22:30934816"
"7400","19:12501446"
"7401","10:126683151"
"7402","10:126696872"
"7403","9:127508357"
"7404","3:195452951"
"7405","11:71276888"
"7406","4:143454630"
"7407","7:134671356"
"7408","2:231330916"
"7409","16:19485576"
"7410","2:11359120"
"7411","17:45234397"
"7412","17:45234645"
"7413","15:22369378"
"7414","2:48075302"
"7415","23:150349560"
"7416","4:1954945"
"7417","1:226555302"
"7418","11:59271964"
"7419","20:57415834"
"7420","12:6884651"
"7421","4:76891527"
"7422","1:110256075"
"7423","17:41931344"
"7424","3:138724368"
"7425","2:118572361"
"7426","5:138643395"
"7427","22:24579157"
"7428","8:102213947"
"7429","17:65955774"
"7430","9:131702891"
"7431","19:22574988"
"7432","6:26136931"
"7433","4:184562633"
"7434","1:152883532"
"7435","15:67473722"
"7436","4:164511423"
"7437","4:47853938"
"7438","12:123200334"
"7439","16:2059625"
"7440","2:158630626"
"7441","2:158721630"
"7442","6:25921527"
"7443","19:37487723"
"7444","1:248722611"
"7445","11:5443584"
"7446","1:152186766"
"7447","1:152187276"
"7448","1:152187562"
"7449","3:30732969"
"7450","5:112312676"
"7451","1:117158690"
"7452","12:6697097"
"7453","11:5529930"
"7454","16:70182390"
"7455","6:109850201"
"7456","17:27086608"
"7457","6:33263972"
"7458","8:145106943"
"7459","1:145363695"
"7460","1:145323656"
"7461","4:55161380"
"7462","19:42596347"
"7463","1:152083372"
"7464","10:116698112"
